0.30971,0.41539,0.2352,0,0,0,0.0397
0.27651,0.56987,0.0444,0.07482,0,0,0.0344
0.02591,0.27327,0.21331,0.28173,0.15878,0,0.047
0,0.07602,0.25448,0.50447,0.04768,0.07848,0.03887
0,0,0.02616,0.26419,0.28138,0.3617,0.06657
0,0,0,0.07427,0.3213,0.55228,0.05215
0,0,0,0,0,0,1
