0.26233,0.17773,0.47964,0,0,0,0.0803
0.40577,0.27763,0.0857,0.15956,0,0,0.07134
0.0031,0.23296,0.21409,0.09336,0.36017,0,0.09632
0,0.01657,0.40773,0.248,0.09787,0.15275,0.07708
0,0,0.00512,0.36844,0.31815,0.17764,0.13065
0,0,0,0.0229,0.54731,0.33045,0.09934
0,0,0,0,0,0,1
